NAME,RA,DEC,PMRA,PMDEC,EPOCH,RESOLUTION,SUBSURVEY,TEMPLATE,RULESET,EXTENT_FLAG,EXTENT_PARAMETER,EXTENT_INDEX,MAG_TYPE,MAG,MAG_ERR,DATE_EARLIEST,DATE_LATEST,CADENCE,REDDENING,REDSHIFT_ESTIMATE,REDSHIFT_ERROR,TEMPLATE_REDSHIFT,CAL_MAG_BLUE,CAL_MAG_GREEN,CAL_MAG_RED,CAL_MAG_ERR_BLUE,CAL_MAG_ERR_GREEN,CAL_MAG_ERR_RED,CAL_MAG_ID_BLUE,CAL_MAG_ID_GREEN,CAL_MAG_ID_RED,CLASSIFICATION,COMPLETENESS,PARALLAX
122328265,174.175232,-2.198805,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1211_snt23_phase25_redshift0.010.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.529543,0.0,2461114.0,2461119.0,1048576,0.0,0.045246,0.0,0.045246,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
74714792,340.595993,-9.867321,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1064_snt70_phase50_redshift1.150.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,23.377153,0.0,2462725.0,2462730.0,1048576,0.0,1.32411,0.0,1.32411,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
172615195,341.689533,-72.343896,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid533_snt11_phase30_redshift0.167.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.034447,0.0,2460885.0,2460890.0,1048576,0.0,0.153468,0.0,0.153468,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
39440667,43.020919,-51.49529,0.0,0.0,2000.0,1,tides-hosts,SF_col00pt550_mass09pt00_sfr20pt00_z00pt725.fits,tides_hostsMay2024,0,0.0,0.0,LSST_r_AB,21.3368,0.0,2461778.6,2462865.0,0,0.0,0.713301,0.0,0.713301,0.0,0.0,0.0,0.0,0.0,0.0,,,,GAL,0.0,0.0
32293249,176.320212,-32.374056,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid173_snt1_phase-3_redshift0.335.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,21.514366,0.0,2461830.0,2461835.0,1048576,0.0,0.337842,0.0,0.337842,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
83161307,9.804474,-15.002079,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid108_snt1_phase9_redshift0.248.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,21.359312,0.0,2462743.0,2462748.0,1048576,0.0,0.253678,0.0,0.253678,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
200123842,44.704131,-38.575848,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1330_snt25_phase25_redshift0.132.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,21.30337,0.0,2462205.0,2462210.0,1048576,0.0,0.142667,0.0,0.142667,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
89086771,345.984665,-24.866788,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1305_snt23_phase5_redshift0.400.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,21.548574,0.0,2460881.0,2460886.0,1048576,0.0,0.647297,0.0,0.647297,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
11623174,253.153064,10.624942,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1086_snt80_phase0_redshift0.125.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,21.319584,0.0,2462770.0,2462775.0,1048576,0.0,0.151012,0.0,0.151012,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
34542526,149.497357,-33.399005,0.0,0.0,2000.0,1,tides-hosts,SF_col00pt550_mass09pt00_sfr20pt00_z00pt650.fits,tides_hostsMay2024,0,0.0,0.0,LSST_r_AB,22.3445,0.0,2461525.6,2462865.0,0,0.0,0.639581,0.0,0.639581,0.0,0.0,0.0,0.0,0.0,0.0,,,,GAL,0.0,0.0
42689921,7.594393,-60.452562,0.0,0.0,2000.0,1,tides-hosts,SF_col00pt650_mass09pt50_sfr05pt00_z00pt550.fits,tides_hostsMay2024,0,0.0,0.0,LSST_r_AB,23.4759,0.0,2461643.8,2462865.0,0,0.0,0.559389,0.0,0.559389,0.0,0.0,0.0,0.0,0.0,0.0,,,,GAL,0.0,0.0
182426580,303.136107,-54.389268,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1344_snt25_phase25_redshift0.191.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.438923,0.0,2462369.0,2462374.0,1048576,0.0,0.179128,0.0,0.179128,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
79757222,126.031221,-24.399748,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid95_snt1_phase25_redshift0.224.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,21.068933,0.0,2461440.0,2461445.0,1048576,0.0,0.228585,0.0,0.228585,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
214621095,24.072864,-50.386781,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1344_snt25_phase25_redshift0.191.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.560787,0.0,2461004.0,2461009.0,1048576,0.0,0.188734,0.0,0.188734,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
114720785,40.789443,-47.055178,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid47_snt1_phase37_redshift0.136.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,20.485126,0.0,2462797.0,2462802.0,1048576,0.0,0.151354,0.0,0.151354,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
58564064,34.042699,-24.071452,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid178_snt1_phase17_redshift0.335.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.943352,0.0,2462443.0,2462448.0,1048576,0.0,0.343878,0.0,0.343878,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
191227110,320.94104,-50.414386,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid177_snt1_phase13_redshift0.335.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.492928,0.0,2462450.0,2462455.0,1048576,0.0,0.335809,0.0,0.335809,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
30096971,138.976389,-15.086639,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1453_snt32_phase10_redshift0.217.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.156233,0.0,2462170.0,2462175.0,1048576,0.0,0.221712,0.0,0.221712,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
99290294,8.253153,-32.140801,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1063_snt70_phase40_redshift1.150.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.14257,0.0,2461288.0,2461293.0,1048576,0.0,1.27798,0.0,1.27798,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
156385767,289.196429,-53.786611,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid83_snt1_phase45_redshift0.198.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,21.991768,0.0,2461545.0,2461550.0,1048576,0.0,0.198582,0.0,0.198582,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
174494823,313.566131,-63.827169,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid195_snt1_phase17_redshift0.355.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.850641,0.0,2462323.0,2462328.0,1048576,0.0,0.359109,0.0,0.359109,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
119277356,195.493697,3.134928,0.0,0.0,2000.0,1,tides-hosts,SF_col00pt300_mass08pt75_sfr20pt00_z00pt625.fits,tides_hostsMay2024,0,0.0,0.0,LSST_r_AB,20.1873,0.0,2461817.8,2462865.0,0,0.0,0.63276,0.0,0.63276,0.0,0.0,0.0,0.0,0.0,0.0,,,,GAL,0.0,0.0
86274549,182.928034,-20.882165,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid997_snt70_phase100_redshift0.885.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,23.681784,0.0,2461827.0,2461832.0,1048576,0.0,0.890823,0.0,0.890823,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
146601595,215.816776,-20.565389,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid122_snt1_phase-3_redshift0.271.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,21.888405,0.0,2461984.0,2461989.0,1048576,0.0,0.265357,0.0,0.265357,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
40410319,202.552779,-2.76084,0.0,0.0,2000.0,1,tides-hosts,SF_col00pt780_mass10pt78_sfr05pt00_z00pt250.fits,tides_hostsMay2024,0,0.0,0.0,LSST_r_AB,19.4547,0.0,2462235.7,2462865.0,0,0.0,0.247804,0.0,0.247804,0.0,0.0,0.0,0.0,0.0,0.0,,,,GAL,0.0,0.0
117562477,229.734227,-16.152524,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1120_snt21_phase25_redshift0.181.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,20.95901,0.0,2462055.0,2462060.0,1048576,0.0,0.202219,0.0,0.202219,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
47822126,64.858038,-28.137646,0.0,0.0,2000.0,1,tides-hosts,SF_col00pt780_mass09pt88_sfr02pt00_z00pt425.fits,tides_hostsMay2024,0,0.0,0.0,LSST_r_AB,23.2753,0.0,2461699.7,2462865.0,0,0.0,0.436133,0.0,0.436133,0.0,0.0,0.0,0.0,0.0,0.0,,,,GAL,0.0,0.0
52080751,174.045539,4.532931,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid328_snt1_phase5_redshift0.508.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.726105,0.0,2462624.0,2462629.0,1048576,0.0,0.511911,0.0,0.511911,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
175609161,345.888011,-30.910804,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1155_snt21_phase25_redshift0.374.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.562449,0.0,2460899.0,2460904.0,1048576,0.0,0.364233,0.0,0.364233,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
66663892,268.758306,-17.163723,0.0,0.0,2000.0,1,tides-hosts,SF_col00pt725_mass09pt61_sfr05pt00_z00pt350.fits,tides_hostsMay2024,0,0.0,0.0,LSST_r_AB,23.5899,0.0,2462623.9,2462865.0,0,0.0,0.346454,0.0,0.346454,0.0,0.0,0.0,0.0,0.0,0.0,,,,GAL,0.0,0.0
45043203,30.084086,-0.480044,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid278_snt1_phase9_redshift0.452.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.776176,0.0,2461277.0,2461282.0,1048576,0.0,0.458252,0.0,0.458252,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
80114360,358.769112,-41.411844,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1250_snt23_phase10_redshift0.240.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.63939,0.0,2462736.0,2462741.0,1048576,0.0,0.230854,0.0,0.230854,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
136497581,51.477219,-18.035701,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1654_snt35_phase0_redshift0.267.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,21.765463,0.0,2462553.0,2462558.0,1048576,0.0,0.281293,0.0,0.281293,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
81135695,142.625974,-24.838728,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid142_snt1_phase9_redshift0.293.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.350698,0.0,2461504.0,2461509.0,1048576,0.0,0.29283,0.0,0.29283,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
122778446,210.554512,-13.987874,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1037_snt70_phase20_redshift1.052.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.539913,0.0,2460827.0,2460832.0,1048576,0.0,1.0687,0.0,1.0687,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
34895066,199.38053,-18.954372,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid929_snt70_phase20_redshift0.708.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,21.560757,0.0,2461189.0,2461194.0,1048576,0.0,0.700277,0.0,0.700277,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
114767230,200.932739,-35.269571,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid295_snt1_phase9_redshift0.471.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,23.256624,0.0,2461461.0,2461466.0,1048576,0.0,0.466357,0.0,0.466357,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
61451861,293.958353,-18.476772,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1316_snt25_phase25_redshift0.010.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,15.361618,0.0,2462306.0,2462311.0,1048576,0.0,0.016587,0.0,0.016587,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
28338896,324.221638,-7.833136,0.0,0.0,2000.0,1,tides-hosts,SF_col00pt650_mass09pt50_sfr05pt00_z00pt550.fits,tides_hostsMay2024,0,0.0,0.0,LSST_r_AB,23.3594,0.0,2461191.8,2462865.0,0,0.0,0.537587,0.0,0.537587,0.0,0.0,0.0,0.0,0.0,0.0,,,,GAL,0.0,0.0
71781490,197.09263,8.739522,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1470_snt32_phase25_redshift0.263.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,21.604977,0.0,2461943.0,2461948.0,1048576,0.0,0.270008,0.0,0.270008,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
129611829,27.513686,-18.055785,0.0,0.0,2000.0,1,tides-hosts,SF_col00pt600_mass09pt25_sfr10pt00_z00pt625.fits,tides_hostsMay2024,0,0.0,0.0,LSST_r_AB,21.3672,0.0,2461685.8,2462865.0,0,0.0,0.63397,0.0,0.63397,0.0,0.0,0.0,0.0,0.0,0.0,,,,GAL,0.0,0.0
6150627,201.548721,-26.302236,0.0,0.0,2000.0,1,tides-hosts,SF_col00pt650_mass09pt50_sfr05pt00_z00pt550.fits,tides_hostsMay2024,0,0.0,0.0,LSST_r_AB,23.3782,0.0,2462235.8,2462865.0,0,0.0,0.559116,0.0,0.559116,0.0,0.0,0.0,0.0,0.0,0.0,,,,GAL,0.0,0.0
157652239,141.380598,4.971844,0.0,0.0,2000.0,1,tides-hosts,Pass_col01pt005_mass11pt10_sfr00pt00_z00pt775.fits,tides_hostsMay2024,0,0.0,0.0,LSST_r_AB,22.2679,0.0,2461876.5,2462865.0,0,0.0,0.767916,0.0,0.767916,0.0,0.0,0.0,0.0,0.0,0.0,,,,GAL,0.0,0.0
145380146,73.22134,-36.607478,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1233_snt23_phase-5_redshift0.191.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.278036,0.0,2461097.0,2461102.0,1048576,0.0,0.179171,0.0,0.179171,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
181610817,128.995866,-2.806414,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid260_snt1_phase5_redshift0.433.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,21.91243,0.0,2462214.0,2462219.0,1048576,0.0,0.428901,0.0,0.428901,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
152246901,59.060292,-27.444115,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1218_snt23_phase25_redshift0.092.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,21.825281,0.0,2461019.0,2461024.0,1048576,0.0,0.080824,0.0,0.080824,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
211123062,305.769457,-70.357211,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1330_snt25_phase25_redshift0.132.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.723938,0.0,2461609.0,2461614.0,1048576,0.0,0.147206,0.0,0.147206,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
171189828,116.338112,3.688604,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid261_snt1_phase9_redshift0.433.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.697584,0.0,2461486.0,2461491.0,1048576,0.0,0.440965,0.0,0.440965,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
62325109,213.611917,-46.42496,0.0,0.0,2000.0,1,tides-hosts,SF_col00pt550_mass09pt00_sfr20pt00_z00pt775.fits,tides_hostsMay2024,0,0.0,0.0,LSST_r_AB,22.5011,0.0,2462249.8,2462865.0,0,0.0,0.76529,0.0,0.76529,0.0,0.0,0.0,0.0,0.0,0.0,,,,GAL,0.0,0.0
Euclid_mock_2650,24.960351,-32.089937,0.0,0.0,2000.0,1,source,OIIcomb_g21.72.fits,sourceMay2024,0,1.0,1.0,SDSS_g_AB,21.41,0.0,2460827.0,2462865.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,"GAL,LEN",0.0,0.0
26198273,39.851213,-34.177494,0.0,0.0,2000.0,1,tides-hosts,SF_col00pt600_mass09pt25_sfr10pt00_z00pt275.fits,tides_hostsMay2024,0,0.0,0.0,LSST_r_AB,21.1234,0.0,2462220.6,2462865.0,0,0.0,0.276677,0.0,0.276677,0.0,0.0,0.0,0.0,0.0,0.0,,,,GAL,0.0,0.0
44898309,12.960076,-42.220435,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1386_snt25_phase25_redshift0.324.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,23.87812,0.0,2460951.0,2460956.0,1048576,0.0,0.327359,0.0,0.327359,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
82254240,215.839799,-20.934546,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid33_snt1_phase49_redshift0.095.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,20.234905,0.0,2461934.0,2461939.0,1048576,0.0,0.071991,0.0,0.071991,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
128525725,7.975872,-13.452065,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1323_snt25_phase25_redshift0.092.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,21.96274,0.0,2461272.0,2461277.0,1048576,0.0,0.104664,0.0,0.104664,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
183280113,209.19414,2.842032,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1357_snt25_phase20_redshift0.240.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.169369,0.0,2461581.0,2461586.0,1048576,0.0,0.241168,0.0,0.241168,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
175622326,179.506701,16.049456,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1351_snt25_phase25_redshift0.217.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.764513,0.0,2460827.0,2460831.0,1048576,0.0,0.219374,0.0,0.219374,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
113535957,287.509175,-38.367871,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid959_snt70_phase80_redshift0.776.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.390238,0.0,2461668.0,2461673.0,1048576,0.0,0.777267,0.0,0.777267,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
90982754,29.382518,-39.891922,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid881_snt70_phase20_redshift0.581.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,20.983076,0.0,2462412.0,2462417.0,1048576,0.0,0.583282,0.0,0.583282,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
81979882,28.420911,-5.007908,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid124_snt1_phase5_redshift0.271.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,21.206778,0.0,2462063.0,2462068.0,1048576,0.0,0.280362,0.0,0.280362,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
157319889,192.476479,-42.033967,0.0,0.0,2000.0,1,tides-hosts,SF_col00pt550_mass09pt00_sfr20pt00_z00pt800.fits,tides_hostsMay2024,0,0.0,0.0,LSST_r_AB,22.1914,0.0,2461498.8,2462865.0,0,0.0,0.892596,0.0,0.892596,0.0,0.0,0.0,0.0,0.0,0.0,,,,GAL,0.0,0.0
95870722,78.91658,-23.91571,0.0,0.0,2000.0,1,tides-hosts,SF_col00pt775_mass10pt50_sfr02pt00_z00pt475.fits,tides_hostsMay2024,0,0.0,0.0,LSST_r_AB,20.6922,0.0,2461467.5,2462865.0,0,0.0,0.484803,0.0,0.484803,0.0,0.0,0.0,0.0,0.0,0.0,,,,GAL,0.0,0.0
1142515,225.744538,5.217077,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid209_snt1_phase5_redshift0.375.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.139954,0.0,2462336.0,2462341.0,1048576,0.0,0.376269,0.0,0.376269,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
147079476,330.516592,-17.243654,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid191_snt1_phase1_redshift0.355.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,21.85469,0.0,2461601.0,2461606.0,1048576,0.0,0.357345,0.0,0.357345,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
158542544,85.659663,-27.988695,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid310_snt1_phase1_redshift0.490.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.624556,0.0,2461395.0,2461400.0,1048576,0.0,0.49831,0.0,0.49831,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
110707264,182.944841,0.565708,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1316_snt25_phase25_redshift0.010.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,20.647863,0.0,2461504.0,2461509.0,1048576,0.0,0.038873,0.0,0.038873,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
13949968,301.104328,-14.839309,0.0,0.0,2000.0,1,tides-hosts,SF_col00pt400_mass09pt50_sfr10pt00_z00pt650.fits,tides_hostsMay2024,0,0.0,0.0,LSST_r_AB,21.8825,0.0,2461284.6,2462865.0,0,0.0,0.662166,0.0,0.662166,0.0,0.0,0.0,0.0,0.0,0.0,,,,GAL,0.0,0.0
138578977,141.966604,-32.961549,0.0,0.0,2000.0,1,tides-hosts,Pass_col01pt005_mass11pt10_sfr00pt00_z00pt425.fits,tides_hostsMay2024,0,0.0,0.0,LSST_r_AB,19.8962,0.0,2461046.9,2462865.0,0,0.0,0.423638,0.0,0.423638,0.0,0.0,0.0,0.0,0.0,0.0,,,,GAL,0.0,0.0
76772362,225.303884,11.692177,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid937_snt70_phase100_redshift0.708.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,19.125353,0.0,2462175.0,2462180.0,1048576,0.0,0.703131,0.0,0.703131,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
187232078,320.604441,-37.949254,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid120_snt1_phase-11_redshift0.271.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.442533,0.0,2462733.0,2462738.0,1048576,0.0,0.260562,0.0,0.260562,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
99153593,9.65456,-1.494922,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid805_snt70_phase100_redshift0.365.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,21.696117,0.0,2462412.0,2462417.0,1048576,0.0,0.349439,0.0,0.349439,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
177506808,305.295445,-12.315354,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid33_snt1_phase49_redshift0.095.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,21.84141,0.0,2461916.0,2461921.0,1048576,0.0,0.091458,0.0,0.091458,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
181957545,13.995543,-15.233585,0.0,0.0,2000.0,1,tides-hosts,SF_col00pt550_mass09pt00_sfr20pt00_z00pt550.fits,tides_hostsMay2024,0,0.0,0.0,LSST_r_AB,21.8361,0.0,2461688.6,2462865.0,0,0.0,0.541737,0.0,0.541737,0.0,0.0,0.0,0.0,0.0,0.0,,,,GAL,0.0,0.0
6245108,243.561007,-61.79596,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1344_snt25_phase25_redshift0.191.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,23.289816,0.0,2460882.0,2460887.0,1048576,0.0,0.18375,0.0,0.18375,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
63662395,190.423177,2.051666,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid1357_snt25_phase20_redshift0.240.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,22.355919,0.0,2461826.0,2461831.0,1048576,0.0,0.248183,0.0,0.248183,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
181964978,162.737889,-7.787154,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid143_snt1_phase13_redshift0.293.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,21.813484,0.0,2461120.0,2461125.0,1048576,0.0,0.282823,0.0,0.282823,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
182011673,206.594608,-29.951116,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid163_snt1_phase25_redshift0.315.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,21.813795,0.0,2461156.0,2461161.0,1048576,0.0,0.324191,0.0,0.324191,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
166893031,38.984814,-9.92765,0.0,0.0,2000.0,1,tides-sn,SN_spec_specid116_snt1_phase41_redshift0.248.fits,tides_snMay2024,0,0.0,0.0,LSST_r_AB,23.016214,0.0,2460952.0,2460957.0,1048576,0.0,0.242565,0.0,0.242565,0.0,0.0,0.0,0.0,0.0,0.0,,,,TRA,0.0,0.0
